,taxon,collection_no,early_age,late_age,early_interval,late_interval,uncertainty.interval,notes
623,Canis_lupus,93182,0.129,0.0117,Late Pleistocene,NA,0.1173,
624,Canis_lupus,93251,0.129,0.0117,Late Pleistocene,NA,0.1173,
626,Canis_lupus,93277,0.129,0.0117,Late Pleistocene,NA,0.1173,
625,Canis_lupus,93281,0.129,0.0117,Late Pleistocene,NA,0.1173,
627,Canis_lupus,93329,0.129,0.0117,Late Pleistocene,NA,0.1173,
628,Canis_lupus,93333,0.129,0.0117,Late Pleistocene,NA,0.1173,
633,Canis_lupus,93828,0.129,0.0117,Late Pleistocene,NA,0.1173,
629,Canis_lupus,101898,0.129,0.0117,Late Pleistocene,NA,0.1173,
630,Canis_lupus,101899,0.129,0.0117,Late Pleistocene,NA,0.1173,
635,Canis_lupus,154921,0.129,0.0117,Late Pleistocene,NA,0.1173,
636,Canis_lupus,155393,0.129,0.0117,Late Pleistocene,NA,0.1173,
637,Canis_lupus,184245,0.129,0.0117,Late Pleistocene,NA,0.1173,
638,Canis_lupus,195045,0.129,0.0117,Late Pleistocene,NA,0.1173,
639,Canis_lupus,197461,0.129,0.0117,Late Pleistocene,NA,0.1173,
648,Canis_lupus,197768,0.129,0.0117,Late Pleistocene,NA,0.1173,
640,Canis_lupus,197938,0.129,0.0117,Late Pleistocene,NA,0.1173,
641,Canis_lupus,200622,0.129,0.0117,Late Pleistocene,NA,0.1173,
642,Canis_lupus,203847,0.129,0.0117,Late Pleistocene,NA,0.1173,
646,Canis_lupus,205285,0.129,0.0117,Late Pleistocene,NA,0.1173,
643,Canis_lupus,208563,0.129,0.0117,Late Pleistocene,NA,0.1173,
644,Canis_lupus,208564,0.129,0.0117,Late Pleistocene,NA,0.1173,
645,Canis_lupus,208565,0.129,0.0117,Late Pleistocene,NA,0.1173,
650,Canis_lupus,216271,0.129,0.0117,Late Pleistocene,NA,0.1173,
647,Canis_lupus,221415,0.129,0.0117,Late Pleistocene,NA,0.1173,
649,Canis_lupus,227461,0.129,0.0117,Late Pleistocene,NA,0.1173,
651,Canis_lupus,230380,0.129,0.0117,Late Pleistocene,NA,0.1173,
652,Canis_lupus,230983,0.129,0.0117,Late Pleistocene,NA,0.1173,
653,Canis_lupus,55533,0.0117,0,Holocene,NA,0.0117,
654,Canis_lupus,59150,0.0117,0,Holocene,NA,0.0117,
657,Canis_lupus,122450,0.0117,0,Holocene,NA,0.0117,
655,Canis_lupus,162014,0.0117,0,Holocene,NA,0.0117,
656,Canis_lupus,175940,0.0117,0,Holocene,NA,0.0117,
665,Canis_lupus,183130,0.0117,0,Holocene,NA,0.0117,
658,Canis_lupus,195062,0.0117,0,Holocene,NA,0.0117,
659,Canis_lupus,208787,0.0117,0,Holocene,NA,0.0117,
660,Canis_lupus,215546,0.0117,0,Holocene,NA,0.0117,
661,Canis_lupus,220460,0.0117,0,Holocene,NA,0.0117,
662,Canis_lupus,221863,0.0117,0,Holocene,NA,0.0117,
663,Canis_lupus,228928,0.0117,0,Holocene,NA,0.0117,
664,Canis_lupus,229538,0.0117,0,Holocene,NA,0.0117,
666,Canis_mosbachensis,33973,2.58,0.774,Early Pleistocene,NA,1.806,
667,Canis_mosbachensis,33974,2.58,0.774,Early Pleistocene,NA,1.806,
668,Canis_mosbachensis,33975,2.58,0.774,Early Pleistocene,NA,1.806,
669,Canis_mosbachensis,34009,2.58,0.774,Early Pleistocene,NA,1.806,
670,Canis_mosbachensis,35457,2.58,0.774,Early Pleistocene,NA,1.806,
672,Canis_mosbachensis,40988,2.58,0.774,Early Pleistocene,NA,1.806,
671,Canis_mosbachensis,197075,2.58,0.774,Early Pleistocene,NA,1.806,
673,Canis_mosbachensis,197939,2.58,0.774,Early Pleistocene,NA,1.806,
674,Canis_mosbachensis,34127,2.58,0.0117,Pleistocene,NA,2.5683,
675,Canis_mosbachensis,34872,2.58,0.0117,Pleistocene,NA,2.5683,
676,Canis_mosbachensis,34920,2.58,0.0117,Pleistocene,NA,2.5683,
677,Canis_mosbachensis,197074,2.58,0.0117,Pleistocene,NA,2.5683,
678,Canis_mosbachensis,34010,0.774,0.129,Middle Pleistocene,NA,0.645,
679,Canis_mosbachensis,34925,0.774,0.129,Middle Pleistocene,NA,0.645,
680,Canis_mosbachensis,35467,0.774,0.129,Middle Pleistocene,NA,0.645,
681,Canis_mosbachensis,43016,0.774,0.129,Middle Pleistocene,NA,0.645,
683,Canis_mosbachensis,197163,0.774,0.129,Middle Pleistocene,NA,0.645,edited to middle pleistocene onlyt
682,Canis_mosbachensis,230980,0.774,0.129,Middle Pleistocene,NA,0.645,
684,Canis_palmidens,231023,3.6,2.58,Late Pliocene,,1.02,restricted to Late Pliocene
685,Canis_simensis,234512,1.633,1.3773,Calabrian,NA,0.2557,modified based on very precise Ar/Ar dating of ash layers above and below the fossil
1216,Canis_thooides,19656,3,1.8,Late Blancan,NA,2.3,restricted to Late Blancan based on Tedford; Tedford divides the Blancan at 3.7
689,Canis_variabilis,231076,0.774,0.129,Middle Pleistocene,NA,0.645,
691,Carpocyon_compressus,19088,16.3,14.8,Early Barstovian,NA,3.8,Wang restricts to Early Barstovian (Nevada collection on Wang 1999)
692,Carpocyon_compressus,18123,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
693,Carpocyon_compressus,18124,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
694,Carpocyon_compressus,18132,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
695,Carpocyon_compressus,18173,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
696,Carpocyon_compressus,18192,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
697,Carpocyon_compressus,18203,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
698,Carpocyon_compressus,18205,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
699,Carpocyon_compressus,18209,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
700,Carpocyon_compressus,18284,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
701,Carpocyon_compressus,18285,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
702,Carpocyon_compressus,18286,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
703,Carpocyon_compressus,18373,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
704,Carpocyon_compressus,18442,14.8,12.5,Barstovian,NA,3.8,Wang restricts to Late Barstovian
545,Carpocyon_limosus,18034,9.4,7.5,Early Hemphillian,NA,2.15,Paper says Early Hemphillian
927,Carpocyon_limosus,18573,7.5,4.7,Late Hemphillian,NA,2.55,Wang defines Late Hemphillian after 7.25
1587,Carpocyon_limosus,35430,7.5,4.7,Late Hemphillian,NA,2.55,Wang defines Late Hemphillian after 7.26
556,Carpocyon_robustus,18053,12.5,10,Clarendonian,NA,2.5,Wang says Early Clarendonian
708,Carpocyon_robustus,18048,12.5,9.4,Clarendonian,NA,3.1,
710,Carpocyon_robustus,18200,12.5,9.4,Clarendonian,NA,3.1,
711,Carpocyon_robustus,18227,12.5,9.4,Clarendonian,NA,3.1,
712,Carpocyon_robustus,18268,12.5,9.4,Clarendonian,NA,3.1,
713,Carpocyon_robustus,18321,12.5,9.4,Clarendonian,NA,3.1,
714,Carpocyon_robustus,18355,12.5,9.4,Clarendonian,NA,3.1,
715,Carpocyon_robustus,18447,12.5,9.4,Clarendonian,NA,3.1,
716,Carpocyon_robustus,18458,12.5,9.4,Clarendonian,NA,3.1,
718,Carpocyon_robustus,19436,12.5,9.4,Clarendonian,NA,3.1,
719,Carpocyon_robustus,19517,12.5,9.4,Clarendonian,NA,3.1,
1008,Carpocyon_robustus,18986,10,9.4,Clarendonian,NA,0.6,Wang says Late Clarendonian
1066,Carpocyon_webbi,19287,14.8,12.5,Late Barstovian,NA,2.3,Wang says Late Barstovian
1158,Carpocyon_webbi,19535,14.8,12.5,Late Barstovian,NA,2.3,Wang says Late Barstovian
722,Carpocyon_webbi,18079,12.5,9.4,Clarendonian,NA,3.1,
723,Carpocyon_webbi,18148,12.5,9.4,Clarendonian,NA,3.1,
724,Carpocyon_webbi,18217,12.5,9.4,Clarendonian,NA,3.1,
725,Carpocyon_webbi,18242,12.5,9.4,Clarendonian,NA,3.1,
726,Carpocyon_webbi,18260,12.5,9.4,Clarendonian,NA,3.1,
727,Carpocyon_webbi,18419,12.5,9.4,Clarendonian,NA,3.1,
728,Carpocyon_webbi,18466,12.5,9.4,Clarendonian,NA,3.1,
730,Carpocyon_webbi,19186,12.5,9.4,Clarendonian,NA,3.1,Wang clarifies Clarendonian for this occurence
729,Carpocyon_webbi,188779,12.5,9.4,Clarendonian,NA,3.1,
731,Cerdocyon_texanus,19602,7.5,4.7,Late Hemphillian,NA,0.63,restricted to Late Hemphillian based on pbdb
732,Cerdocyon_texanus,20035,7.5,4.7,Late Hemphillian,NA,0.63,updated to Late Hemphillian from Blancan based on Tedford (original paper from 1955)
733,Cerdocyon_thous,212685,0.4,0.0117,Lujanian,NA,0.2883,
734,Cerdocyon_thous,21686,0.0117,0,Holocene,NA,0.0117,
2289,Chrysocyon_brachyurus,231064,0.4,0.0117,Lujanian,NA,0.3883,PBDB lists 0.4-0.0117 for Lujanian
737,Chrysocyon_brachyurus,231065,0.0117,0,Holocene,NA,0.0117,
738,Chrysocyon_brachyurus,231066,0.0117,0,Holocene,NA,0.0117,
739,Chrysocyon_brachyurus,231067,0.0117,0,Holocene,NA,0.0117,
,Chrysocyon_nearcticus,NA,4.7,4.1,Early Blancan,,0.6,"Listed on Tedford, not on PBDB"
740,Chrysocyon_nearcticus,19654,4.7,3,Early Blancan,Middle Blancan,2.32,restricted to Early/Medial Blancan by Tedford
741,Chrysocyon_nearcticus,19743,4.7,3,Early Blancan,Middle Blancan,2.32,restricted to Early/Medial Blancan by Tedford
742,Cormocyon_copei,17474,29.5,24.7,Geringian,NA,4.8,
744,Cormocyon_copei,17537,29.5,24.7,Geringian,NA,4.8,
743,Cormocyon_copei,93078,29.5,24.7,Geringian,NA,4.8,
745,Cormocyon_copei,17603,27.82,23.03,Chattian,NA,4.79,
746,Cormocyon_copei,17764,27.82,23.03,Chattian,NA,4.79,
747,Cormocyon_copei,93079,27.82,23.03,Chattian,NA,4.79,
748,Cormocyon_copei,119837,24.7,23.1,Monroecreekian,NA,1.6,
749,Cormocyon_copei,119838,24.7,23.1,Monroecreekian,NA,1.6,
997,Cormocyon_copei,18902,23.1,18.5,Late Arikareean,NA,4.6,Wang lists as Late Arikareean
1039,Cormocyon_copei,19091,23.1,18.5,Late Arikareean,NA,4.6,Wang lists as Late Arikareean
,Cormocyon_haydeni,NA,29.5,24.7,Geringian,NA,4.8,"Wang lists Cormocyon haydeni in the Sharps formation of South Dakota, which is not in PBDB for some reason"
750,Cormocyon_haydeni,17452,24.7,23.1,Medial Arikareean,NA,4,DELETE; Wang lists Medial Arikareean
751,Cormocyon_haydeni,17472,24.7,23.1,Medial Arikareean,NA,4,DELETE; Wang lists Medial Arikareean
752,Cormocyon_haydeni,17779,23.1,18.5,Harrisonian,NA,4.6,
753,Cormocyon_haydeni,17794,23.1,18.5,Harrisonian,NA,4.6,
754,Cormocyon_haydeni,17819,23.1,18.5,Harrisonian,NA,4.6,
755,Cuon_alpinus,50259,0.774,0.129,Middle Pleistocene,NA,0.645,
756,Cuon_alpinus,191729,0.774,0.129,Middle Pleistocene,NA,0.645,
763,Cuon_alpinus,56735,0.129,0.0117,Late Pleistocene,NA,0.1173,
757,Cuon_alpinus,71345,0.129,0.0117,Late Pleistocene,NA,0.1173,
758,Cuon_alpinus,191722,0.129,0.0117,Late Pleistocene,NA,0.1173,
759,Cuon_alpinus,191723,0.129,0.0117,Late Pleistocene,NA,0.1173,
760,Cuon_alpinus,191724,0.129,0.0117,Late Pleistocene,NA,0.1173,
761,Cuon_alpinus,191725,0.129,0.0117,Late Pleistocene,NA,0.1173,
762,Cuon_alpinus,194932,0.129,0.0117,Late Pleistocene,NA,0.1173,
186,Cynarctoides_acridens,17462,24.7,18.5,Middle Arikareean,Late Arikareean,6.2,DELETE; Wang lists as Medial-Late Arikareean
764,Cynarctoides_acridens,17744,23.1,18.5,Harrisonian,NA,4.6,
765,Cynarctoides_acridens,17780,23.1,18.5,Harrisonian,NA,4.6,
766,Cynarctoides_acridens,17809,23.1,18.5,Harrisonian,NA,4.6,
767,Cynarctoides_acridens,17844,23.1,18.5,Harrisonian,NA,4.6,
768,Cynarctoides_acridens,17846,23.1,18.5,Harrisonian,NA,4.6,
769,Cynarctoides_acridens,28043,23.1,18.5,Harrisonian,NA,4.6,
770,Cynarctoides_acridens,17865,18.5,16.3,Early Hemingfordian,NA,2.2,this range is the entire hemingfordian
771,Cynarctoides_acridens,17874,18.5,16.3,Early Hemingfordian,NA,2.2,this range is the entire hemingfordian
772,Cynarctoides_acridens,17881,18.5,16.3,Early Hemingfordian,NA,2.2,this range is the entire hemingfordian
773,Cynarctoides_acridens,17891,18.5,16.3,Early Hemingfordian,NA,2.2,this range is the entire hemingfordian
774,Cynarctoides_acridens,17895,18.5,16.3,Hemingfordian,NA,2.2,
775,Cynarctoides_acridens,17896,18.5,16.3,Hemingfordian,NA,2.2,
776,Cynarctoides_acridens,17898,18.5,16.3,Early Hemingfordian,NA,2.2,
777,Cynarctoides_acridens,17906,18.5,16.3,Early Hemingfordian,NA,2.2,
778,Cynarctoides_acridens,17917,18.5,16.3,Hemingfordian,NA,2.2,
779,Cynarctoides_acridens,17920,18.5,16.3,Hemingfordian,NA,2.2,
780,Cynarctoides_acridens,17923,18.5,16.3,Early Hemingfordian,NA,2.2,
781,Cynarctoides_acridens,17927,18.5,16.3,Early Hemingfordian,NA,2.2,
782,Cynarctoides_acridens,17929,18.5,16.3,Early Hemingfordian,NA,2.2,
783,Cynarctoides_acridens,17932,18.5,16.3,Early Hemingfordian,NA,2.2,
784,Cynarctoides_acridens,17934,18.5,16.3,Early Hemingfordian,NA,2.2,
785,Cynarctoides_acridens,17940,18.5,16.3,Early Hemingfordian,NA,2.2,
786,Cynarctoides_acridens,17961,18.5,16.3,Hemingfordian,NA,2.2,
787,Cynarctoides_acridens,17963,18.5,16.3,Early Hemingfordian,NA,2.2,
788,Cynarctoides_acridens,17965,18.5,16.3,Hemingfordian,NA,2.2,
789,Cynarctoides_acridens,17978,18.5,16.3,Early Hemingfordian,NA,2.2,
790,Cynarctoides_acridens,17987,18.5,16.3,Hemingfordian,NA,2.2,
791,Cynarctoides_acridens,17993,18.5,16.3,Hemingfordian,NA,2.2,
792,Cynarctoides_acridens,18001,18.5,16.3,Hemingfordian,NA,2.2,
793,Cynarctoides_acridens,18021,18.5,16.3,Early Hemingfordian,NA,2.2,
794,Cynarctoides_acridens,19073,18.5,16.3,Hemingfordian,NA,2.2,
795,Cynarctoides_acridens,19074,18.5,16.3,Hemingfordian,NA,2.2,
796,Cynarctoides_acridens,19075,18.5,16.3,Hemingfordian,NA,2.2,
797,Cynarctoides_acridens,19076,18.5,16.3,Hemingfordian,NA,2.2,
798,Cynarctoides_acridens,19077,18.5,16.3,Hemingfordian,NA,2.2,
799,Cynarctoides_acridens,19188,18.5,16.3,Early Hemingfordian,NA,2.2,
800,Cynarctoides_acridens,19312,18.5,16.3,Early Hemingfordian,NA,2.2,
801,Cynarctoides_acridens,212624,18.5,16.3,Hemingfordian,NA,2.2,
386,Cynarctoides_acridens,17880,16.3,14.8,Early Barstovian,NA,1.5,
467,Cynarctoides_acridens,17955,16.3,14.8,Early Barstovian,NA,1.5,
485,Cynarctoides_acridens,17971,16.3,14.8,Early Barstovian,NA,1.5,
493,Cynarctoides_acridens,17976,16.3,14.8,Early Barstovian,NA,1.5,
500,Cynarctoides_acridens,17985,16.3,14.8,Early Barstovian,NA,1.5,
1117,Cynarctoides_acridens,19449,16.3,14.8,Early Barstovian,NA,1.5,
1156,Cynarctoides_acridens,19530,16.3,14.8,Early Barstovian,NA,1.5,
1168,Cynarctoides_acridens,19547,16.3,14.8,Early Barstovian,NA,1.5,
1207,Cynarctoides_acridens,19616,16.3,14.8,Early Barstovian,NA,1.5,
811,Cynarctoides_emryi,NA,23.1,18.5,Late Arikareean,,,"Wang 1999 mentions Late Arikareean occurrence (Sioux County, Nebraska)"
812,Cynarctoides_emryi,17934,18.5,17.5,Early Hemingfordian,NA,2.2,
813,Cynarctoides_emryi,18021,18.5,17.5,Early Hemingfordian,NA,2.2,
1058,Cynarctoides_gawnae,19189,18.5,17.5,Early Hemingfordian,NA,1,
1095,Cynarctoides_gawnae,19388,18.5,17.5,Early Hemingfordian,NA,1,
816,Cynarctoides_harlowi,17854,23.1,18.5,Harrisonian,NA,4.6,
817,Cynarctoides_lemur,17508,29.5,24.7,Geringian,NA,4.8,
819,Cynarctoides_lemur,17635,29.5,24.7,Geringian,NA,4.8,
820,Cynarctoides_lemur,17641,29.5,24.7,Geringian,NA,4.8,
818,Cynarctoides_lemur,93078,29.5,24.7,Geringian,NA,4.8,
313,Cynarctoides_lemur,17764,27.82,23.03,Chattian,NA,4.26,
,Cynarctoides_lemur,NA,24.7,18.5,Middle Arikareean,Late Arikareean,1.6,Wang lists a Colorado occurrence not on PBDB
822,Cynarctoides_luskensis,17777,23.1,18.5,Harrisonian,NA,4.6,
823,Cynarctoides_luskensis,17780,23.1,18.5,Harrisonian,NA,4.6,
824,Cynarctoides_luskensis,17793,23.1,18.5,Harrisonian,NA,4.6,
825,Cynarctoides_luskensis,170308,23.1,18.5,Harrisonian,NA,4.6,
826,Cynarctoides_roii,17522,29.5,24.7,Geringian,NA,4.8,
827,Cynarctoides_roii,17621,29.5,24.7,Geringian,NA,4.8,
828,Cynarctoides_roii,17626,29.5,24.7,Geringian,NA,4.8,
829,Cynarctoides_roii,17630,29.5,24.7,Geringian,NA,4.8,
830,Cynarctoides_roii,17633,29.5,24.7,Geringian,NA,4.8,
831,Cynarctoides_roii,17634,29.5,24.7,Geringian,NA,4.8,
832,Cynarctoides_roii,17636,29.5,24.7,Geringian,NA,4.8,
833,Cynarctoides_roii,17644,29.5,24.7,Geringian,NA,4.8,
834,Cynarctoides_roii,17661,29.5,24.7,Geringian,NA,4.8,
835,Cynarctus_crucidens,126605,13.82,11.63,Serravallian,NA,2.19,
836,Cynarctus_crucidens,18042,12.5,9.4,Clarendonian,NA,3.1,
837,Cynarctus_crucidens,18095,12.5,9.4,Clarendonian,NA,3.1,
838,Cynarctus_crucidens,18098,12.5,9.4,Clarendonian,NA,3.1,
839,Cynarctus_crucidens,18171,12.5,9.4,Clarendonian,NA,3.1,
840,Cynarctus_crucidens,18200,12.5,9.4,Clarendonian,NA,3.1,
841,Cynarctus_crucidens,18218,12.5,9.4,Clarendonian,NA,3.1,
842,Cynarctus_crucidens,18222,12.5,9.4,Clarendonian,NA,3.1,
843,Cynarctus_crucidens,18244,12.5,9.4,Clarendonian,NA,3.1,
844,Cynarctus_crucidens,18253,12.5,9.4,Clarendonian,NA,3.1,
845,Cynarctus_crucidens,18283,12.5,9.4,Clarendonian,NA,3.1,
846,Cynarctus_crucidens,18355,12.5,9.4,Clarendonian,NA,3.1,
847,Cynarctus_crucidens,18467,12.5,9.4,Clarendonian,NA,3.1,
624,Cynarctus_crucidens,18134,10,9.4,Late Clarendonian,NA,0.6,DELETE; Wang lists as late Clarendonian
848,Cynarctus_galushai,19568,16.3,14.8,Early Barstovian,NA,1.5,Wang lists as early Barstovian
849,Cynarctus_galushai,19548,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as late Barstovian
850,Cynarctus_galushai,19598,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as late Barstovian
851,Cynarctus_galushai,214888,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as late Barstovian
852,Cynarctus_galushai,214889,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as late Barstovian
905,Cynarctus_marylandica,18516,16.84,15.1,Langhian,NA,1.74,This paper dates formation to that range
1666,Cynarctus_marylandica,48884,16.84,15.1,Langhian,NA,1.74,
613,Cynarctus_saxatilis,18123,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian
649,Cynarctus_saxatilis,18164,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian
762,Cynarctus_saxatilis,18275,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian
776,Cynarctus_saxatilis,18284,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian
826,Cynarctus_saxatilis,18357,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian
847,Cynarctus_saxatilis,18412,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian
864,Cynarctus_saxatilis,18442,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian
2266,Cynarctus_saxatilis,230947,14.8,12.5,Late Barstovian,NA,2.3,Wang lists as Late Barstovian
698,Cynarctus_voorhiesi,18217,12.5,10,Clarendonian,NA,2.5,Tedford lists this collection as early Clarendonian
864,Cynarctus_voorhiesi,18242,12.5,9.4,Clarendonian,NA,3.1,
865,Cynarctus_voorhiesi,18260,12.5,9.4,Clarendonian,NA,3.1,
866,Cynarctus_voorhiesi,18324,12.5,9.4,Clarendonian,NA,3.1,
867,Cynarctus_voorhiesi,188779,12.5,9.4,Clarendonian,NA,3.1,
868,Cynodesmus_martini,17598,29.5,24.7,Early Arikareean,NA,4.8,modified based on Wang 1994
869,Cynodesmus_thooides,17315,31.8,29.5,Whitneyan,NA,2.3,
870,Cynodesmus_thooides,17323,31.8,29.5,Whitneyan,NA,2.3,
871,Cynodesmus_thooides,17339,31.8,29.5,Whitneyan,NA,2.3,
872,Cynodesmus_thooides,17342,31.8,29.5,Whitneyan,NA,2.3,
873,Cynodesmus_thooides,17343,31.8,29.5,Whitneyan,NA,2.3,
874,Cynodesmus_thooides,17345,31.8,29.5,Whitneyan,NA,2.3,
875,Cynodesmus_thooides,17429,31.8,29.5,Whitneyan,NA,2.3,
876,Cynodesmus_thooides,17431,31.8,29.5,Whitneyan,NA,2.3,
877,Cynodesmus_thooides,17486,29.5,24.7,Geringian,NA,4.8,
878,Cynodesmus_thooides,17630,29.5,24.7,Geringian,NA,4.8,
381,Desmocyon_matthewi,17865,18.5,17.5,Early Hemingfordian,NA,1,
401,Desmocyon_matthewi,17891,18.5,17.5,Early Hemingfordian,NA,1,
424,Desmocyon_matthewi,17906,18.5,17.5,Early Hemingfordian,NA,1,
445,Desmocyon_matthewi,17927,18.5,17.5,Early Hemingfordian,NA,1,
446,Desmocyon_matthewi,17928,18.5,17.5,Early Hemingfordian,NA,1,
450,Desmocyon_matthewi,17932,18.5,17.5,Early Hemingfordian,NA,1,
518,Desmocyon_matthewi,18005,18.5,17.5,Early Hemingfordian,NA,1,
921,Desmocyon_matthewi,18562,18.5,17.5,Early Hemingfordian,NA,1,
887,Desmocyon_thomsoni,17736,23.1,18.5,Harrisonian,NA,4.6,
888,Desmocyon_thomsoni,17738,23.1,18.5,Harrisonian,NA,4.6,
889,Desmocyon_thomsoni,17748,23.1,18.5,Harrisonian,NA,4.6,
890,Desmocyon_thomsoni,17752,23.1,18.5,Harrisonian,NA,4.6,
891,Desmocyon_thomsoni,17780,23.1,18.5,Harrisonian,NA,4.6,
892,Desmocyon_thomsoni,17785,23.1,18.5,Harrisonian,NA,4.6,
893,Desmocyon_thomsoni,17788,23.1,18.5,Harrisonian,NA,4.6,
894,Desmocyon_thomsoni,17793,23.1,18.5,Harrisonian,NA,4.6,
895,Desmocyon_thomsoni,17796,23.1,18.5,Harrisonian,NA,4.6,
896,Desmocyon_thomsoni,17805,23.1,18.5,Harrisonian,NA,4.6,
897,Desmocyon_thomsoni,17815,23.1,18.5,Harrisonian,NA,4.6,
898,Desmocyon_thomsoni,17820,23.1,18.5,Harrisonian,NA,4.6,
899,Desmocyon_thomsoni,17832,23.1,18.5,Harrisonian,NA,4.6,
900,Desmocyon_thomsoni,17833,23.1,18.5,Harrisonian,NA,4.6,
901,Desmocyon_thomsoni,17835,23.1,18.5,Harrisonian,NA,4.6,
902,Desmocyon_thomsoni,17838,23.1,18.5,Harrisonian,NA,4.6,
903,Desmocyon_thomsoni,17839,23.1,18.5,Harrisonian,NA,4.6,
904,Desmocyon_thomsoni,17846,23.1,18.5,Harrisonian,NA,4.6,
905,Desmocyon_thomsoni,17847,23.1,18.5,Harrisonian,NA,4.6,
906,Desmocyon_thomsoni,17848,23.1,18.5,Harrisonian,NA,4.6,
907,Desmocyon_thomsoni,17850,23.1,18.5,Harrisonian,NA,4.6,
909,Desmocyon_thomsoni,19037,23.1,18.5,Harrisonian,NA,4.6,
908,Desmocyon_thomsoni,170308,23.1,18.5,Harrisonian,NA,4.6,
392,Desmocyon_thomsoni,17881,18.5,17.5,Early Hemingfordian,NA,1,Early Hemingfordian 18.5-17.5
403,Desmocyon_thomsoni,17894,18.5,17.5,Early Hemingfordian,NA,1,
410,Desmocyon_thomsoni,17899,18.5,17.5,Early Hemingfordian,NA,1,
443,Desmocyon_thomsoni,17899,18.5,17.5,Early Hemingfordian,NA,1,
504,Desmocyon_thomsoni,17989,18.5,17.5,Early Hemingfordian,NA,1,
507,Desmocyon_thomsoni,17997,18.5,17.5,Early Hemingfordian,NA,1,
521,Desmocyon_thomsoni,18008,18.5,17.5,Early Hemingfordian,NA,1,
1096,Desmocyon_thomsoni,19388,18.5,17.5,Early Hemingfordian,NA,1,
2038,Desmocyon_thomsoni,167841,18.5,17.5,Early Hemingfordian,NA,1,
919,Dusicyon_australis,234757,0.003752,0.003396,NA,NA,0.000356,
920,Dusicyon_australis,234757,0.000511,0.000264,NA,NA,0.000247,
921,Dusicyon_australis,234757,0.0005,0.000236,NA,NA,0.000264,
922,Ectopocynus_antiquus,17339,31.8,29.5,Whitneyan,NA,2.3,
923,Ectopocynus_antiquus,17532,29.5,24.7,Early Arikareean,NA,4.8,DELETE; Wang 1999 mentions Early Arikareean
924,Ectopocynus_intermedius,17532,29.5,24.7,Early Arikareean,NA,6.8,"DELETE; Bruno: again don't want to delete a whole species. Wang sets this as Lower Arikaree group, referred to as early Arikareean (24-30.8) elsewhere"
377,Ectopocynus_simplicidens,17865,18.5,17.5,Early Hemingfordian,NA,1,Early Hemingfordian ends at 17.5
398,Ectopocynus_simplicidens,17891,18.5,17.5,Early Hemingfordian,NA,1,
533,Ectopocynus_simplicidens,18021,18.5,17.5,Early Hemingfordian,NA,1,
928,Enhydrocyon_basilatus,17478,24.7,23.1,Medial Arikareean,NA,4,DELETE; Wang 1994 seems to consider Oregon specimens from Medial Arikareean
929,Enhydrocyon_basilatus,17801,23.1,18.5,Harrisonian,NA,4.6,
930,Enhydrocyon_crassidens,17638,29.5,24.7,Geringian,NA,4.8,Wang 1994 says late early to early late arikareean but the range is fine here
931,Enhydrocyon_crassidens,17547,24.7,23.1,Monroecreekian,NA,1.6,
932,Enhydrocyon_crassidens,17455,23.1,18.5,Harrisonian,NA,4.6,
933,Enhydrocyon_crassidens,17743,23.1,18.5,Harrisonian,NA,4.6,
934,Enhydrocyon_crassidens,17794,23.1,18.5,Harrisonian,NA,4.6,
935,Enhydrocyon_crassidens,17813,23.1,18.5,Harrisonian,NA,4.6,
936,Enhydrocyon_crassidens,17815,23.1,18.5,Harrisonian,NA,4.6,
937,Enhydrocyon_pahinsintewakpa,17636,29.5,24.7,Geringian,NA,4.8,
938,Enhydrocyon_pahinsintewakpa,17637,29.5,24.7,Geringian,NA,4.8,
939,Enhydrocyon_pahinsintewakpa,17554,24.7,23.1,Monroecreekian,NA,1.6,
940,Enhydrocyon_pahinsintewakpa,17564,24.7,23.1,Monroecreekian,NA,1.6,
